time,frame_id,marker_id,pos_x,pos_y,pos_z
9.1876,0,8187,0.768623,0.020330,0.246245
9.1971,0,8171,0.758597,0.019315,0.228378
9.1971,0,8185,0.739557,0.022602,0.261440
9.1971,0,8187,0.768624,0.020327,0.246340
9.2080,0,8171,0.758672,0.019348,0.228380
9.2080,0,8185,0.739573,0.022609,0.261472
9.2080,0,8187,0.768596,0.020349,0.246453
9.2195,0,8171,0.758724,0.019353,0.228366
9.2195,0,8185,0.739606,0.022628,0.261479
9.2195,0,8187,0.768600,0.020326,0.246516
9.2302,0,8171,0.758704,0.019271,0.228330
9.2302,0,8185,0.739602,0.022632,0.261483
9.2302,0,8187,0.768562,0.020362,0.246594
9.2415,0,8171,0.758763,0.019318,0.228320
9.2415,0,8185,0.739603,0.022630,0.261486
